Node,Mobility,Mobility_speed,packet_Received,packet_Sent,Forwarding_Difference,Energy,num_Received,num_Sent,packet_Drop,Transmission_Power,Attack_type,Type_of_node
R10,Mass,11,117,18,239,-0.34264,250,11,12,1.4,Hello Flooding,Normal
R11,Mass,11,131,21,15,-0.17119,31,16,9,1.4,Hello Flooding,Normal
R12,Mass,11,118,15,-2,-0.14987,0,2,0,1.4,Hello Flooding,Normal
R13,Mass,11,52,14,0,-0.23375,0,0,0,1.4,Hello Flooding,Normal
R14,Mass,11,147,29,822,-0.48353,1022,200,8,1.4,Hello Flooding,Normal
R15,Mass,11,131,15,0,-0.17027,0,0,0,1.4,Hello Flooding,Normal
R16,Mass,11,100,17,-1,-0.29734,22,23,1,1.4,Hello Flooding,Normal
R17,Mass,11,115,14,0,-0.08008,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,11,121,19,19,-1.10818,1044,1025,0,1.4,Hello Flooding,Normal
R19,Mass,11,124,21,7,-0.1152,13,6,1,10,Hello Flooding,Attacker
R20,Mass,11,50,10,0,-0.06596,0,0,0,1.4,Hello Flooding,Normal
R21,Mass,11,136,18,1,-0.16643,2,1,1,1.4,Hello Flooding,Normal
R22,Mass,11,137,17,198,-0.09898,199,1,0,10,Hello Flooding,Attacker
A,Mass,11,117,2010,-1289,-1.47229,25,1314,21,1.4,Hello Flooding,Normal
B,Mass,11,103,25,20,-0.10576,27,7,9,1.4,Hello Flooding,Normal
R0,Mass,17,61,11,0,-0.09284,0,0,1,1.4,Hello Flooding,Normal
R1,Mass,17,87,18,281,-0.24774,302,21,12,1.4,Hello Flooding,Normal
R2,Mass,17,120,26,7,-0.15063,19,12,4,1.4,Hello Flooding,Normal
R3,Mass,17,123,17,0,-0.16721,0,0,1,1.4,Hello Flooding,Normal
R4,Mass,17,69,13,-1,-0.1611,0,1,1,1.4,Hello Flooding,Normal
R5,Mass,17,129,20,3,-0.10639,9,6,1,1.4,Hello Flooding,Normal
R6,Mass,17,117,20,-3,-0.07183,2,5,3,1.4,Hello Flooding,Normal
R7,Mass,17,76,19,-4,-0.18613,10,14,4,1.4,Hello Flooding,Normal
R8,Mass,17,97,20,1,-0.12677,13,12,1,1.4,Hello Flooding,Normal
R9,Mass,17,107,21,3,-0.15714,7,4,3,1.4,Hello Flooding,Normal
R10,Mass,17,95,14,0,-0.17682,0,0,1,1.4,Hello Flooding,Normal
R11,Mass,17,102,14,0,-0.09201,0,0,1,1.4,Hello Flooding,Normal
R12,Mass,17,100,15,-1,-0.18191,0,1,1,1.4,Hello Flooding,Normal
R13,Mass,17,66,14,0,-0.1467,0,0,1,1.4,Hello Flooding,Normal
R14,Mass,17,78,13,-1,-0.21091,0,1,0,1.4,Hello Flooding,Normal
R15,Mass,17,91,17,2,-0.18777,15,13,2,1.4,Hello Flooding,Normal
R16,Mass,17,118,19,0,-0.18211,4,4,1,1.4,Hello Flooding,Normal
R17,Mass,17,75,14,20,-0.23045,22,2,0,1.4,Hello Flooding,Normal
R18,Mass,17,54,12,-1,-0.14609,0,1,0,1.4,Hello Flooding,Normal
R19,Mass,17,64,15,1189,-0.20756,1194,5,0,10,Hello Flooding,Attacker
R20,Mass,17,83,20,-2,-0.17034,2,4,6,1.4,Hello Flooding,Normal
R21,Mass,17,83,14,0,-0.17835,0,0,1,1.4,Hello Flooding,Normal
R22,Mass,17,92,15,307,-0.17925,310,3,0,10,Hello Flooding,Attacker
A,Mass,17,81,2034,-1817,-1.90459,11,1828,14,1.4,Hello Flooding,Normal
B,Mass,17,146,30,23,-0.10863,34,11,8,1.4,Hello Flooding,Normal
R0,Mass,19,130,22,-2,-0.10822,3,5,0,1.4,Hello Flooding,Normal
R1,Mass,19,118,19,-5,-0.12466,1,6,0,1.4,Hello Flooding,Normal
R2,Mass,19,154,23,6,-0.12862,9,3,0,1.4,Hello Flooding,Normal
R3,Mass,19,145,22,5,-0.15898,8,3,1,1.4,Hello Flooding,Normal
R4,Mass,19,155,24,300,-0.28772,333,33,11,1.4,Hello Flooding,Normal
R5,Mass,19,143,19,20,-0.19488,27,7,0,1.4,Hello Flooding,Normal
R6,Mass,19,130,22,0,-0.17381,4,4,0,1.4,Hello Flooding,Normal
R7,Mass,19,127,24,-2,-0.10055,0,2,3,1.4,Hello Flooding,Normal
R8,Mass,19,106,15,4,-0.10419,5,1,0,1.4,Hello Flooding,Normal
R9,Mass,19,132,28,61,-0.20948,92,31,3,1.4,Hello Flooding,Normal
R10,Mass,19,131,18,128,-0.24251,184,56,0,1.4,Hello Flooding,Normal
R11,Mass,19,117,19,-2,-0.10146,2,4,1,1.4,Hello Flooding,Normal
R12,Mass,19,131,23,0,-0.08411,3,3,1,1.4,Hello Flooding,Normal
R13,Mass,19,136,21,-3,-0.10561,1,4,0,1.4,Hello Flooding,Normal
R14,Mass,19,112,25,2,-0.17497,77,75,5,1.4,Hello Flooding,Normal
R15,Mass,19,128,21,-2,-0.13557,3,5,3,1.4,Hello Flooding,Normal
R16,Mass,19,134,22,83,-0.31795,247,164,3,1.4,Hello Flooding,Normal
R17,Mass,19,109,21,1,-0.23798,16,15,1,1.4,Hello Flooding,Normal
R18,Mass,19,136,16,-5,-0.08787,0,5,0,1.4,Hello Flooding,Normal
R19,Mass,19,97,18,734,-0.14986,738,4,0,10,Hello Flooding,Attacker
R20,Mass,19,114,20,-3,-0.16834,2,5,0,1.4,Hello Flooding,Normal
R21,Mass,19,159,21,4,-0.14457,20,16,0,1.4,Hello Flooding,Normal
R22,Mass,19,124,19,-3,-0.18774,0,3,0,10,Hello Flooding,Attacker
A,Mass,19,101,2067,-1390,-1.48097,14,1404,13,1.4,Hello Flooding,Normal
B,Mass,19,273,27,119,-0.09809,129,10,5,1.4,Hello Flooding,Normal
R0,Mass,2,143,21,-3,-0.0707,0,3,0,1.4,Hello Flooding,Normal
R1,Mass,2,170,25,17,-0.1128,40,23,2,1.4,Hello Flooding,Normal
R2,Mass,2,139,24,-1,-0.0728,4,5,3,1.4,Hello Flooding,Normal
R3,Mass,2,117,25,-1,-0.06888,0,1,2,1.4,Hello Flooding,Normal
R4,Mass,2,152,28,-1,-0.08638,14,15,2,1.4,Hello Flooding,Normal
R5,Mass,2,111,19,0,-0.06604,0,0,0,1.4,Hello Flooding,Normal
R6,Mass,2,178,27,-1,-0.09832,1,2,0,1.4,Hello Flooding,Normal
R7,Mass,2,166,25,-3,-0.08577,0,3,0,1.4,Hello Flooding,Normal
R8,Mass,2,135,24,-2,-0.07084,0,2,1,1.4,Hello Flooding,Normal
R9,Mass,2,187,21,19,-0.08453,31,12,0,1.4,Hello Flooding,Normal
R10,Mass,2,150,25,-1,-0.07123,1,2,0,1.4,Hello Flooding,Normal
R11,Mass,2,152,21,0,-0.09157,0,0,0,1.4,Hello Flooding,Normal
R12,Mass,2,179,29,19,-0.07895,29,10,0,10,Hello Flooding,Attacker
R13,Mass,2,125,24,11,-0.07049,16,5,0,10,Hello Flooding,Attacker
R14,Mass,2,199,29,11,-0.14626,35,24,1,1.4,Hello Flooding,Normal
R15,Mass,2,195,33,0,-0.1058,6,6,0,1.4,Hello Flooding,Normal
R16,Mass,2,108,22,-4,-0.06737,0,4,0,10,Hello Flooding,Attacker
R17,Mass,2,178,23,0,-0.09425,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,2,186,25,-2,-0.12579,10,12,0,1.4,Hello Flooding,Normal
R19,Mass,2,125,20,0,-0.06655,0,0,0,1.4,Hello Flooding,Normal
R20,Mass,2,186,25,-2,-0.11309,0,2,0,1.4,Hello Flooding,Normal
R21,Mass,2,155,19,0,-0.06873,0,0,0,1.4,Hello Flooding,Normal
R22,Mass,2,180,29,218,-0.18884,229,11,9,1.4,Hello Flooding,Normal
A,Mass,2,132,2026,-246,-0.54015,10,256,32,1.4,Hello Flooding,Normal
B,Mass,2,88,40,1,-0.0729,8,7,13,1.4,Hello Flooding,Normal
R0,Mass,15,46,6,0,-0.20746,0,0,0,1.4,Hello Flooding,Normal
R1,Mass,15,42,6,0,-0.08083,0,0,0,1.4,Hello Flooding,Normal
R2,Mass,15,46,7,0,-0.09552,0,0,0,1.4,Hello Flooding,Normal
R3,Mass,15,47,9,0,-0.06434,4,4,0,1.4,Hello Flooding,Normal
R4,Mass,15,43,6,0,-0.15852,0,0,0,1.4,Hello Flooding,Normal
R5,Mass,15,41,6,0,-0.0645,0,0,0,1.4,Hello Flooding,Normal
R6,Mass,15,54,6,0,-0.06479,0,0,0,1.4,Hello Flooding,Normal
R7,Mass,15,40,6,0,-0.12653,0,0,0,1.4,Hello Flooding,Normal
R8,Mass,15,41,6,0,-0.06403,0,0,0,1.4,Hello Flooding,Normal
R9,Mass,15,52,8,5,-0.51383,430,425,0,1.4,Hello Flooding,Normal
R10,Mass,15,48,6,0,-0.14937,0,0,0,1.4,Hello Flooding,Normal
R11,Mass,15,39,6,0,-0.14191,0,0,0,1.4,Hello Flooding,Normal
R12,Mass,15,49,8,1286,-0.19756,1288,2,0,10,Hello Flooding,Attacker
R13,Mass,15,35,6,0,-0.10159,0,0,0,10,Hello Flooding,Attacker
R14,Mass,15,53,6,0,-0.06392,0,0,0,1.4,Hello Flooding,Normal
R15,Mass,15,50,7,0,-0.15918,1,1,0,1.4,Hello Flooding,Normal
R16,Mass,15,56,8,423,-0.17204,425,2,0,10,Hello Flooding,Attacker
R17,Mass,15,50,6,0,-0.08073,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,15,41,6,0,-0.11711,0,0,0,1.4,Hello Flooding,Normal
R19,Mass,15,40,6,0,-0.08733,0,0,0,1.4,Hello Flooding,Normal
R20,Mass,15,39,6,0,-0.22203,0,0,0,1.4,Hello Flooding,Normal
R21,Mass,15,43,8,0,-0.21914,3,3,0,1.4,Hello Flooding,Normal
R22,Mass,15,47,6,0,-0.19038,0,0,0,1.4,Hello Flooding,Normal
A,Mass,15,38,2039,-1712,-1.67501,3,1715,9,1.4,Hello Flooding,Normal
B,Mass,15,40,11,0,-0.11728,3,3,3,1.4,Hello Flooding,Normal
R0,Mass,1,74,14,70,-0.37129,147,77,0,1.4,Hello Flooding,Normal
R1,Mass,1,116,27,265,-0.57187,526,261,10,1.4,Hello Flooding,Normal
R2,Mass,1,116,14,-1,-0.21923,0,1,0,1.4,Hello Flooding,Normal
R3,Mass,1,102,16,-1,-0.17234,0,1,0,1.4,Hello Flooding,Normal
R4,Mass,1,76,9,0,-0.09676,0,0,0,1.4,Hello Flooding,Normal
R5,Mass,1,123,11,0,-0.1326,15,15,0,1.4,Hello Flooding,Normal
R6,Mass,1,69,13,0,-0.14702,1,1,1,1.4,Hello Flooding,Normal
R7,Mass,1,73,13,0,-0.27954,0,0,0,1.4,Hello Flooding,Normal
R8,Mass,1,50,8,0,-0.23561,0,0,0,1.4,Hello Flooding,Normal
R9,Mass,1,69,17,1312,-0.98861,1759,447,1,1.4,Hello Flooding,Normal
R10,Mass,1,128,16,1,-0.18628,11,10,2,1.4,Hello Flooding,Normal
R11,Mass,1,52,8,0,-0.10329,0,0,0,1.4,Hello Flooding,Normal
R12,Mass,1,125,13,0,-0.14505,3,3,0,1.4,Hello Flooding,Normal
R13,Mass,1,126,11,0,-0.14935,0,0,0,1.4,Hello Flooding,Normal
R14,Mass,1,101,17,8,-0.24473,9,1,9,1.4,Hello Flooding,Normal
R15,Mass,1,74,9,0,-0.1044,0,0,0,1.4,Hello Flooding,Normal
R16,Mass,1,114,10,0,-0.11731,0,0,0,10,Hello Flooding,Attacker
R17,Mass,1,115,14,0,-0.19931,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,1,114,10,0,-0.12344,0,0,0,1.4,Hello Flooding,Normal
R19,Mass,1,87,10,0,-0.16985,0,0,0,1.4,Hello Flooding,Normal
R20,Mass,1,139,10,0,-0.13263,0,0,0,1.4,Hello Flooding,Normal
R21,Mass,1,129,17,-1,-0.40759,274,275,0,1.4,Hello Flooding,Normal
R22,Mass,1,125,15,5,-0.39065,279,274,5,1.4,Hello Flooding,Normal
A,Mass,1,37,2063,-1763,-1.82751,3,1766,2,1.4,Hello Flooding,Normal
B,Mass,1,354,15,297,-0.10351,303,6,3,1.4,Hello Flooding,Normal
R0,Mass,3,88,18,0,-0.11969,0,0,0,1.4,Hello Flooding,Normal
R1,Mass,3,146,43,9,-0.38747,64,55,5,1.4,Hello Flooding,Normal
R2,Mass,3,136,15,-1,-0.12259,16,17,0,1.4,Hello Flooding,Normal
R3,Mass,3,186,29,6,-0.22397,31,25,8,1.4,Hello Flooding,Normal
R4,Mass,3,170,32,0,-0.27346,28,28,1,1.4,Hello Flooding,Normal
R5,Mass,3,195,24,-2,-0.13206,11,13,1,1.4,Hello Flooding,Normal
R6,Mass,3,140,35,308,-0.41707,399,91,2,1.4,Hello Flooding,Normal
R7,Mass,3,97,20,0,-0.136,0,0,0,1.4,Hello Flooding,Normal
R8,Mass,3,141,30,507,-0.74548,927,420,4,1.4,Hello Flooding,Normal
R9,Mass,3,206,42,8,-0.37216,222,214,6,1.4,Hello Flooding,Normal
R10,Mass,3,181,30,0,-0.1679,20,20,1,1.4,Hello Flooding,Normal
R11,Mass,3,120,24,0,-0.29991,11,11,0,1.4,Hello Flooding,Normal
R12,Mass,3,196,30,4,-0.37245,208,204,4,1.4,Hello Flooding,Normal
R13,Mass,3,209,30,4,-0.19206,18,14,4,1.4,Hello Flooding,Normal
R14,Mass,3,175,18,0,-0.11882,2,2,0,1.4,Hello Flooding,Normal
R15,Mass,3,215,33,1,-0.17607,21,20,3,1.4,Hello Flooding,Normal
R16,Mass,3,75,16,4,-0.09528,6,2,0,10,Hello Flooding,Attacker
R17,Mass,3,77,14,0,-0.10393,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,3,185,22,0,-0.14744,20,20,2,1.4,Hello Flooding,Normal
R19,Mass,3,86,13,0,-0.1267,0,0,0,1.4,Hello Flooding,Normal
R20,Mass,3,163,28,2,-0.13491,15,13,2,1.4,Hello Flooding,Normal
R21,Mass,3,75,12,0,-0.08508,0,0,0,1.4,Hello Flooding,Normal
R22,Mass,3,124,23,22,-1.00541,905,883,0,1.4,Hello Flooding,Normal
A,Mass,3,108,2017,-974,-1.29202,23,997,22,1.4,Hello Flooding,Normal
B,Mass,3,413,32,253,-0.12097,269,16,7,1.4,Hello Flooding,Normal
R0,Mass,7,235,35,270,-0.34805,370,100,9,1.4,Hello Flooding,Normal
R1,Mass,7,212,30,0,-0.13539,10,10,0,1.4,Hello Flooding,Normal
R2,Mass,7,226,32,0,-0.12564,18,18,0,1.4,Hello Flooding,Normal
R3,Mass,7,255,28,0,-0.12049,1,1,0,1.4,Hello Flooding,Normal
R4,Mass,7,274,30,0,-0.16105,17,17,0,1.4,Hello Flooding,Normal
R5,Mass,7,287,31,1,-0.1697,16,15,1,1.4,Hello Flooding,Normal
R6,Mass,7,253,42,5,-0.31985,111,106,2,1.4,Hello Flooding,Normal
R7,Mass,7,271,31,0,-0.13223,4,4,0,1.4,Hello Flooding,Normal
R8,Mass,7,301,30,0,-0.12798,7,7,0,1.4,Hello Flooding,Normal
R9,Mass,7,244,29,-1,-0.11385,3,4,0,1.4,Hello Flooding,Normal
R10,Mass,7,137,24,0,-0.09316,0,0,0,1.4,Hello Flooding,Normal
R11,Mass,7,268,34,0,-0.17697,2,2,0,1.4,Hello Flooding,Normal
R12,Mass,7,275,28,-1,-0.23652,110,111,0,1.4,Hello Flooding,Normal
R13,Mass,7,281,29,0,-0.10794,2,2,0,1.4,Hello Flooding,Normal
R14,Mass,7,123,19,0,-0.10118,0,0,0,1.4,Hello Flooding,Normal
R15,Mass,7,205,33,3,-0.15698,25,22,4,1.4,Hello Flooding,Normal
R16,Mass,7,159,28,140,-0.16379,144,4,0,10,Hello Flooding,Attacker
R17,Mass,7,186,28,0,-0.09877,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,7,285,32,4,-0.14257,7,3,3,1.4,Hello Flooding,Normal
R19,Mass,7,306,32,12,-0.17016,20,8,6,1.4,Hello Flooding,Normal
R20,Mass,7,253,30,0,-0.13402,0,0,0,1.4,Hello Flooding,Normal
R21,Mass,7,221,31,0,-0.20153,15,15,0,1.4,Hello Flooding,Normal
R22,Mass,7,221,28,0,-0.12495,0,0,0,1.4,Hello Flooding,Normal
A,Mass,7,79,2091,-575,-1.04015,19,594,16,1.4,Hello Flooding,Normal
B,Mass,7,405,43,223,-0.11399,237,14,13,1.4,Hello Flooding,Normal
R0,Mass,14,61,16,47,-0.18133,80,33,7,1.4,Hello Flooding,Normal
R1,Mass,14,96,12,0,-0.21614,0,0,0,1.4,Hello Flooding,Normal
R2,Mass,14,57,10,0,-0.11992,0,0,0,1.4,Hello Flooding,Normal
R3,Mass,14,88,12,0,-0.22214,0,0,0,1.4,Hello Flooding,Normal
R4,Mass,14,80,13,0,-0.22301,0,0,0,1.4,Hello Flooding,Normal
R5,Mass,14,51,9,0,-0.0943,0,0,0,1.4,Hello Flooding,Normal
R6,Mass,14,57,9,0,-0.17306,0,0,0,1.4,Hello Flooding,Normal
R7,Mass,14,74,12,0,-0.2001,0,0,0,1.4,Hello Flooding,Normal
R8,Mass,14,45,10,0,-0.0677,0,0,0,1.4,Hello Flooding,Normal
R9,Mass,14,56,9,0,-0.17585,0,0,0,1.4,Hello Flooding,Normal
R10,Mass,14,69,13,0,-0.1447,12,12,0,1.4,Hello Flooding,Normal
R11,Mass,14,87,12,0,-0.19267,0,0,0,1.4,Hello Flooding,Normal
R12,Mass,14,90,12,0,-0.20676,0,0,0,1.4,Hello Flooding,Normal
R13,Mass,14,44,8,0,-0.08718,0,0,0,1.4,Hello Flooding,Normal
R14,Mass,14,75,17,2,-0.36835,192,190,0,1.4,Hello Flooding,Normal
R15,Mass,14,68,10,0,-0.21268,0,0,0,1.4,Hello Flooding,Normal
R16,Mass,14,95,14,-1,-0.21916,0,1,0,10,Hello Flooding,Attacker
R17,Mass,14,50,9,0,-0.08886,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,14,76,14,-3,-0.14147,7,10,1,1.4,Hello Flooding,Normal
R19,Mass,14,72,12,0,-0.20437,0,0,0,1.4,Hello Flooding,Normal
R20,Mass,14,43,10,0,-0.11521,0,0,0,1.4,Hello Flooding,Normal
R21,Mass,14,66,11,15,-0.66296,573,558,0,1.4,Hello Flooding,Normal
R22,Mass,14,89,16,242,-0.37053,330,88,6,1.4,Hello Flooding,Normal
A,Mass,14,94,1978,-1074,-1.28823,5,1079,9,1.4,Hello Flooding,Normal
B,Mass,14,888,21,836,-0.16588,841,5,7,1.4,Hello Flooding,Normal
R0,Mass,17,148,25,-2,-0.25901,1,3,0,1.4,Hello Flooding,Normal
R1,Mass,17,106,19,0,-0.10071,2,2,0,1.4,Hello Flooding,Normal
R2,Mass,17,138,23,-2,-0.2609,0,2,0,1.4,Hello Flooding,Normal
R3,Mass,17,99,16,0,-0.15645,0,0,0,1.4,Hello Flooding,Normal
R4,Mass,17,156,27,-2,-0.26101,2,4,0,1.4,Hello Flooding,Normal
R5,Mass,17,136,19,-4,-0.17307,3,7,0,1.4,Hello Flooding,Normal
R6,Mass,17,117,17,2,-0.20718,5,3,0,1.4,Hello Flooding,Normal
R7,Mass,17,140,21,-2,-0.21378,3,5,3,1.4,Hello Flooding,Normal
R8,Mass,17,171,30,214,-0.3349,231,17,12,1.4,Hello Flooding,Normal
R9,Mass,17,115,20,-2,-0.18538,2,4,0,1.4,Hello Flooding,Normal
R10,Mass,17,141,25,-1,-0.27212,17,18,0,1.4,Hello Flooding,Normal
R11,Mass,17,107,16,-3,-0.12409,3,6,0,1.4,Hello Flooding,Normal
R12,Mass,17,127,25,125,-0.88598,875,750,2,1.4,Hello Flooding,Normal
R13,Mass,17,145,23,0,-0.27904,36,36,5,1.4,Hello Flooding,Normal
R14,Mass,17,133,21,-6,-0.12667,4,10,1,1.4,Hello Flooding,Normal
R15,Mass,17,101,19,-2,-0.17996,0,2,0,1.4,Hello Flooding,Normal
R16,Mass,17,130,31,10,-0.12919,25,15,0,10,Hello Flooding,Attacker
R17,Mass,17,146,26,86,-0.35135,122,36,5,1.4,Hello Flooding,Normal
R18,Mass,17,110,20,-6,-0.1295,38,44,0,1.4,Hello Flooding,Normal
R19,Mass,17,162,37,28,-0.21151,62,34,5,1.4,Hello Flooding,Normal
R20,Mass,17,151,27,15,-0.28754,38,23,3,1.4,Hello Flooding,Normal
R21,Mass,17,105,19,-1,-0.14236,1,2,1,1.4,Hello Flooding,Normal
R22,Mass,17,103,17,-2,-0.15083,0,2,1,1.4,Hello Flooding,Normal
A,Mass,17,150,2033,-1279,-1.6489,19,1298,21,1.4,Hello Flooding,Normal
B,Mass,17,1028,24,911,-0.21663,924,13,3,1.4,Hello Flooding,Normal
R0,Mass,7,17,2,0,-0.20638,0,0,0,10,Hello Flooding,Attacker
R1,Mass,7,14,1,0,-0.13447,0,0,0,1.4,Hello Flooding,Normal
R2,Mass,7,16,1,0,-0.06752,0,0,0,1.4,Hello Flooding,Normal
R3,Mass,7,15,1,0,-0.13643,0,0,0,1.4,Hello Flooding,Normal
R4,Mass,7,17,3,0,-0.24929,4,4,0,1.4,Hello Flooding,Normal
R5,Mass,7,18,6,4,-0.18671,7,3,4,1.4,Hello Flooding,Normal
R6,Mass,7,15,7,97,-1.53171,1568,1471,1,1.4,Hello Flooding,Normal
R7,Mass,7,16,2,0,-0.21836,0,0,0,1.4,Hello Flooding,Normal
R8,Mass,7,17,2,0,-0.21275,0,0,0,1.4,Hello Flooding,Normal
R9,Mass,7,11,0,0,-0.16547,0,0,0,1.4,Hello Flooding,Normal
R10,Mass,7,7,1,0,-0.14033,0,0,0,1.4,Hello Flooding,Normal
R11,Mass,7,18,2,0,-0.25451,0,0,0,1.4,Hello Flooding,Normal
R12,Mass,7,13,1,0,-0.16193,0,0,0,1.4,Hello Flooding,Normal
R13,Mass,7,17,2,0,-0.09804,0,0,0,1.4,Hello Flooding,Normal
R14,Mass,7,6,0,0,-0.18481,0,0,0,1.4,Hello Flooding,Normal
R15,Mass,7,14,1,0,-0.07564,0,0,0,1.4,Hello Flooding,Normal
R16,Mass,7,9,1,0,-0.16905,0,0,0,1.4,Hello Flooding,Normal
R17,Mass,7,13,2,0,-0.18002,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,7,17,2,0,-0.17266,0,0,0,1.4,Hello Flooding,Normal
R19,Mass,7,18,2,0,-0.19749,0,0,0,1.4,Hello Flooding,Normal
R20,Mass,7,11,3,1465,-0.22686,1466,1,0,10,Hello Flooding,Attacker
R21,Mass,7,18,2,0,-0.27042,0,0,0,1.4,Hello Flooding,Normal
R22,Mass,7,12,2,0,-0.18904,0,0,0,1.4,Hello Flooding,Normal
A,Mass,7,10,1973,-1562,-1.64928,3,1565,3,1.4,Hello Flooding,Normal
B,Mass,7,14,4,2,-0.08872,4,2,1,1.4,Hello Flooding,Normal
R0,Mass,10,129,28,317,-0.16536,320,3,0,10,Hello Flooding,Attacker
R1,Mass,10,122,23,0,-0.13783,0,0,0,1.4,Hello Flooding,Normal
R2,Mass,10,203,29,221,-0.32109,308,87,3,1.4,Hello Flooding,Normal
R3,Mass,10,171,29,-1,-0.0999,14,15,3,1.4,Hello Flooding,Normal
R4,Mass,10,186,26,-1,-0.19143,0,1,0,1.4,Hello Flooding,Normal
R5,Mass,10,205,26,-1,-0.19624,0,1,0,1.4,Hello Flooding,Normal
R6,Mass,10,190,25,-1,-0.15948,18,19,0,1.4,Hello Flooding,Normal
R7,Mass,10,170,29,1,-0.10402,5,4,2,1.4,Hello Flooding,Normal
R8,Mass,10,181,28,8,-0.2116,25,17,1,1.4,Hello Flooding,Normal
R9,Mass,10,181,27,16,-0.17384,40,24,3,1.4,Hello Flooding,Normal
R10,Mass,10,184,33,-1,-0.12523,32,33,3,1.4,Hello Flooding,Normal
R11,Mass,10,140,25,0,-0.16927,0,0,0,1.4,Hello Flooding,Normal
R12,Mass,10,162,25,0,-0.09145,3,3,0,1.4,Hello Flooding,Normal
R13,Mass,10,144,28,1,-0.1098,13,12,3,1.4,Hello Flooding,Normal
R14,Mass,10,195,26,-1,-0.16505,0,1,0,1.4,Hello Flooding,Normal
R15,Mass,10,116,24,0,-0.07615,0,0,0,1.4,Hello Flooding,Normal
R16,Mass,10,196,30,-1,-0.19568,17,18,0,1.4,Hello Flooding,Normal
R17,Mass,10,182,36,3,-0.22759,34,31,3,1.4,Hello Flooding,Normal
R18,Mass,10,180,29,-1,-0.16141,16,17,0,1.4,Hello Flooding,Normal
R19,Mass,10,177,25,44,-0.16543,77,33,1,1.4,Hello Flooding,Normal
R20,Mass,10,135,29,74,-0.12443,82,8,0,10,Hello Flooding,Attacker
R21,Mass,10,158,29,1,-0.2052,26,25,0,1.4,Hello Flooding,Normal
R22,Mass,10,181,26,0,-0.11378,20,20,0,1.4,Hello Flooding,Normal
A,Mass,10,190,2054,-756,-1.30759,18,774,15,1.4,Hello Flooding,Normal
B,Mass,10,300,45,150,-0.10843,162,12,13,1.4,Hello Flooding,Normal
R0,Mass,14,80,12,-1,-0.13397,0,1,0,10,Hello Flooding,Attacker
R1,Mass,14,104,12,0,-0.13284,0,0,0,1.4,Hello Flooding,Normal
R2,Mass,14,67,10,0,-0.11999,0,0,0,1.4,Hello Flooding,Normal
R3,Mass,14,95,12,0,-0.13196,0,0,0,1.4,Hello Flooding,Normal
R4,Mass,14,87,12,0,-0.09712,0,0,0,1.4,Hello Flooding,Normal
R5,Mass,14,70,9,0,-0.07056,0,0,0,1.4,Hello Flooding,Normal
R6,Mass,14,56,10,0,-0.10911,0,0,0,1.4,Hello Flooding,Normal
R7,Mass,14,81,11,0,-0.09847,0,0,0,1.4,Hello Flooding,Normal
R8,Mass,14,59,10,0,-0.0654,0,0,0,1.4,Hello Flooding,Normal
R9,Mass,14,56,10,0,-0.12852,0,0,0,1.4,Hello Flooding,Normal
R10,Mass,14,81,10,0,-0.13031,0,0,0,1.4,Hello Flooding,Normal
R11,Mass,14,102,12,0,-0.13278,0,0,0,1.4,Hello Flooding,Normal
R12,Mass,14,96,12,0,-0.13286,0,0,0,1.4,Hello Flooding,Normal
R13,Mass,14,57,11,0,-0.12105,0,0,0,1.4,Hello Flooding,Normal
R14,Mass,14,66,12,0,-0.15764,21,21,0,1.4,Hello Flooding,Normal
R15,Mass,14,61,10,0,-0.13,0,0,0,1.4,Hello Flooding,Normal
R16,Mass,14,105,12,0,-0.13281,0,0,0,1.4,Hello Flooding,Normal
R17,Mass,14,78,10,0,-0.13072,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,14,87,11,0,-0.06568,0,0,0,1.4,Hello Flooding,Normal
R19,Mass,14,82,11,0,-0.12327,0,0,0,1.4,Hello Flooding,Normal
R20,Mass,14,58,12,952,-0.1491,953,1,0,10,Hello Flooding,Attacker
R21,Mass,14,62,10,0,-0.12887,0,0,0,1.4,Hello Flooding,Normal
R22,Mass,14,103,12,0,-0.13414,0,0,0,1.4,Hello Flooding,Normal
A,Mass,14,100,1964,-970,-0.90814,1,971,1,1.4,Hello Flooding,Normal
B,Mass,14,78,21,27,-0.13508,29,2,9,1.4,Hello Flooding,Normal
R0,RandomWayPoint,3,194,26,30,-0.41351,274,244,1,1.4,Hello Flooding,Normal
R1,RandomWayPoint,3,175,23,-1,-0.16622,0,1,0,1.4,Hello Flooding,Normal
R2,RandomWayPoint,3,186,21,0,-0.15763,0,0,0,1.4,Hello Flooding,Normal
R3,RandomWayPoint,3,197,25,14,-0.13708,18,4,1,10,Hello Flooding,Attacker
R4,RandomWayPoint,3,222,25,-1,-0.1555,20,21,2,1.4,Hello Flooding,Normal
R5,RandomWayPoint,3,185,25,8,-0.15472,27,19,4,1.4,Hello Flooding,Normal
