Node,Mobility,Mobility_speed,packet_Received,packet_Sent,Forwarding_Difference,Energy,num_Received,num_Sent,packet_Drop,Transmission_Power,Attack_type,Type_of_node
R0,RandomWayPoint,12,15,2,0,-0.276096232,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,12,17,3,34,-1.585482544,1599,1565,0,1.4,Blackhole,Normal
R2,RandomWayPoint,12,12,2,0,-0.289492414,0,0,0,1.4,Blackhole,Normal
R3,RandomWayPoint,12,4,0,0,-0.193928224,0,0,0,1.4,Blackhole,Normal
R4,RandomWayPoint,12,7,1,0,-0.257168472,0,0,0,1.4,Blackhole,Normal
R5,RandomWayPoint,12,5,1,0,-0.22273652,0,0,0,1.4,Blackhole,Normal
R6,RandomWayPoint,12,15,2,0,-0.287983709,0,0,0,1.4,Blackhole,Normal
R7,RandomWayPoint,12,7,2,0,-0.171529964,1,1,0,1.4,Blackhole,Normal
R8,RandomWayPoint,12,7,1,0,-0.233498817,0,0,0,1.4,Blackhole,Normal
R9,RandomWayPoint,12,5,1,0,-0.25054918,0,0,0,1.4,Blackhole,Normal
R10,RandomWayPoint,12,10,1,0,-0.270091445,0,0,0,1.4,Blackhole,Normal
R11,RandomWayPoint,12,8,1,0,-0.247580485,0,0,0,1.4,Blackhole,Normal
R12,RandomWayPoint,12,7,1,0,-0.214998514,0,0,0,1.4,Blackhole,Normal
R13,RandomWayPoint,12,14,2,0,-0.272065481,0,0,0,1.4,Blackhole,Normal
R14,RandomWayPoint,12,12,1,0,-0.252111996,0,0,0,1.4,Blackhole,Normal
R15,RandomWayPoint,12,12,1,0,-0.288801594,0,0,0,1.4,Blackhole,Normal
R16,RandomWayPoint,12,8,1,0,-0.220086447,0,0,0,1.4,Blackhole,Normal
R17,RandomWayPoint,12,5,0,0,-0.199836047,0,0,0,1.4,Blackhole,Normal
R18,RandomWayPoint,12,15,2,0,-0.271717759,0,0,0,1.4,Blackhole,Normal
R19,RandomWayPoint,12,12,2,1587,-0.308034764,1588,1,0,1.4,Blackhole,Attacker
R20,RandomWayPoint,12,8,1,0,-0.226654681,0,0,0,1.4,Blackhole,Normal
R21,RandomWayPoint,12,8,1,0,-0.261427672,0,0,0,1.4,Blackhole,Normal
R22,RandomWayPoint,12,9,1,0,-0.252766736,0,0,0,1.4,Blackhole,Normal
A,RandomWayPoint,12,13,1963,-1596,-1.592225772,1,1597,0,1.4,Blackhole,Normal
B,RandomWayPoint,12,3,1,-1,-0.162707011,0,1,0,1.4,Blackhole,Normal
R0,RandomWayPoint,16,86,15,0,-0.122931982,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,16,55,17,0,-0.185452717,1,1,1,1.4,Blackhole,Normal
R2,RandomWayPoint,16,94,18,33,-0.18723933,57,24,1,1.4,Blackhole,Normal
R3,RandomWayPoint,16,84,18,812,-0.181585847,816,4,0,1.4,Blackhole,Attacker
R4,RandomWayPoint,16,85,19,-1,-0.144092035,3,4,2,1.4,Blackhole,Normal
R5,RandomWayPoint,16,118,15,-3,-0.112572211,2,5,0,1.4,Blackhole,Normal
R6,RandomWayPoint,16,77,21,0,-0.108451517,15,15,2,1.4,Blackhole,Normal
R7,RandomWayPoint,16,86,15,0,-0.191371022,0,0,0,1.4,Blackhole,Normal
R8,RandomWayPoint,16,121,20,7,-0.167757494,32,25,7,1.4,Blackhole,Normal
R9,RandomWayPoint,16,99,19,-2,-0.222107903,26,28,0,1.4,Blackhole,Normal
R10,RandomWayPoint,16,115,14,-2,-0.168735424,0,2,0,1.4,Blackhole,Normal
R11,RandomWayPoint,16,79,14,0,-0.094426222,0,0,0,1.4,Blackhole,Normal
R12,RandomWayPoint,16,96,12,0,-0.052495362,0,0,0,1.4,Blackhole,Normal
R13,RandomWayPoint,16,112,15,-1,-0.157572288,5,6,2,1.4,Blackhole,Normal
R14,RandomWayPoint,16,80,16,0,-0.210561539,0,0,0,1.4,Blackhole,Normal
R15,RandomWayPoint,16,81,16,16,-0.251991853,68,52,0,1.4,Blackhole,Normal
R16,RandomWayPoint,16,107,19,9,-0.202221994,19,10,5,1.4,Blackhole,Normal
R17,RandomWayPoint,16,95,20,94,-0.264066573,161,67,5,1.4,Blackhole,Normal
R18,RandomWayPoint,16,66,14,-1,-0.179889482,0,1,1,1.4,Blackhole,Normal
R19,RandomWayPoint,16,79,19,28,-0.15318689,53,25,3,1.4,Blackhole,Normal
R20,RandomWayPoint,16,107,15,0,-0.075177555,0,0,1,1.4,Blackhole,Normal
R21,RandomWayPoint,16,123,18,26,-0.159123209,31,5,0,1.4,Blackhole,Attacker
R22,RandomWayPoint,16,119,14,-1,-0.106335029,0,1,0,1.4,Blackhole,Normal
A,RandomWayPoint,16,86,1990,-1777,-1.672075796,8,1785,3,1.4,Blackhole,Normal
B,RandomWayPoint,16,910,18,799,-0.168628059,808,9,4,1.4,Blackhole,Normal
R0,RandomWayPoint,20,103,16,0,-0.18738427,0,0,0,1.4,Normal,Normal
R1,RandomWayPoint,20,110,20,-1,-0.183024973,0,1,0,1.4,Normal,Normal
R2,RandomWayPoint,20,125,20,0,-0.202443686,4,4,0,1.4,Normal,Normal
R3,RandomWayPoint,20,122,17,0,-0.157206699,0,0,0,1.4,Normal,Normal
R4,RandomWayPoint,20,108,26,162,-0.561808957,499,337,8,1.4,Normal,Normal
R5,RandomWayPoint,20,132,20,0,-0.183603405,3,3,0,1.4,Normal,Normal
R6,RandomWayPoint,20,112,20,0,-0.197253085,4,4,0,1.4,Normal,Normal
R7,RandomWayPoint,20,105,19,0,-0.256808165,1,1,0,1.4,Normal,Normal
R8,RandomWayPoint,20,151,19,0,-0.228500024,0,0,0,1.4,Normal,Normal
R9,RandomWayPoint,20,128,19,-1,-0.207107925,0,1,0,1.4,Normal,Normal
R10,RandomWayPoint,20,128,18,0,-0.19090779,0,0,0,1.4,Normal,Normal
R11,RandomWayPoint,20,131,25,0,-0.256876684,1,1,0,1.4,Normal,Normal
R12,RandomWayPoint,20,134,18,1,-0.15030568,1,0,1,1.4,Normal,Normal
R13,RandomWayPoint,20,137,23,275,-0.524225283,510,235,11,1.4,Normal,Normal
R14,RandomWayPoint,20,146,20,-1,-0.229820496,0,1,0,1.4,Normal,Normal
R15,RandomWayPoint,20,144,20,-1,-0.206128302,22,23,1,1.4,Normal,Normal
R16,RandomWayPoint,20,149,24,0,-0.234259183,0,0,0,1.4,Normal,Normal
R17,RandomWayPoint,20,142,24,2,-0.493320945,273,271,0,1.4,Normal,Normal
R18,RandomWayPoint,20,127,25,244,-0.376560419,276,32,12,1.4,Normal,Normal
R19,RandomWayPoint,20,131,19,-2,-0.222335138,1,3,0,1.4,Normal,Normal
R20,RandomWayPoint,20,109,16,0,-0.122415871,0,0,0,1.4,Normal,Normal
R21,RandomWayPoint,20,111,17,0,-0.184876036,0,0,0,1.4,Normal,Normal
R22,RandomWayPoint,20,120,17,0,-0.198101731,0,0,0,1.4,Normal,Normal
A,RandomWayPoint,20,156,1976,-1316,-1.512170495,24,1340,20,1.4,Normal,Normal
B,RandomWayPoint,20,826,23,686,-0.171481288,700,14,2,1.4,Normal,Normal
R0,RandomWayPoint,4,75,16,554,-1.056086976,1360,806,3,1.4,Normal,Normal
R1,RandomWayPoint,4,69,7,0,-0.15191525,0,0,0,1.4,Normal,Normal
R2,RandomWayPoint,4,84,8,0,-0.161740025,0,0,0,1.4,Normal,Normal
R3,RandomWayPoint,4,66,7,0,-0.122462592,0,0,0,1.4,Normal,Normal
R4,RandomWayPoint,4,49,7,0,-0.132498098,0,0,0,1.4,Normal,Normal
R5,RandomWayPoint,4,56,7,0,-0.162461088,0,0,0,1.4,Normal,Normal
R6,RandomWayPoint,4,102,14,17,-0.20699166,60,43,0,1.4,Normal,Normal
R7,RandomWayPoint,4,102,9,0,-0.175885524,0,0,0,1.4,Normal,Normal
R8,RandomWayPoint,4,70,9,0,-0.251184302,0,0,0,1.4,Normal,Normal
R9,RandomWayPoint,4,80,16,34,-0.373521867,90,56,0,1.4,Normal,Normal
R10,RandomWayPoint,4,100,11,652,-0.168725147,654,2,0,1.4,Normal,Attacker
R11,RandomWayPoint,4,84,12,0,-0.259708157,2,2,0,1.4,Normal,Normal
R12,RandomWayPoint,4,80,12,187,-0.76383375,785,598,0,1.4,Normal,Normal
R13,RandomWayPoint,4,64,12,0,-0.286545467,0,0,0,1.4,Normal,Normal
R14,RandomWayPoint,4,50,7,0,-0.147868715,0,0,0,1.4,Normal,Normal
R15,RandomWayPoint,4,88,8,-1,-0.113419602,1,2,0,1.4,Normal,Normal
R16,RandomWayPoint,4,94,10,0,-0.136484083,1,1,0,1.4,Normal,Normal
R17,RandomWayPoint,4,91,11,2,-0.144134767,3,1,2,1.4,Normal,Normal
R18,RandomWayPoint,4,99,9,0,-0.14772833,0,0,0,1.4,Normal,Normal
R19,RandomWayPoint,4,79,8,0,-0.121437408,40,40,0,1.4,Normal,Normal
R20,RandomWayPoint,4,103,10,0,-0.207083293,0,0,0,1.4,Normal,Normal
R21,RandomWayPoint,4,107,10,0,-0.187336659,0,0,0,1.4,Normal,Normal
R22,RandomWayPoint,4,92,10,0,-0.228864336,0,0,0,1.4,Normal,Normal
A,RandomWayPoint,4,50,2013,-1410,-1.462777629,4,1414,1,1.4,Normal,Normal
B,RandomWayPoint,4,89,12,43,-0.072225863,49,6,3,1.4,Normal,Normal
R0,RandomWayPoint,10,11,2,0,-0.288417403,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,10,7,1,0,-0.264351602,0,0,0,1.4,Blackhole,Normal
R2,RandomWayPoint,10,2,0,0,-0.096183355,0,0,0,1.4,Blackhole,Normal
R3,RandomWayPoint,10,12,1,0,-0.270980354,0,0,0,1.4,Blackhole,Normal
R4,RandomWayPoint,10,9,1,0,-0.279818747,0,0,0,1.4,Blackhole,Normal
R5,RandomWayPoint,10,11,2,0,-0.289861249,0,0,0,1.4,Blackhole,Normal
R6,RandomWayPoint,10,11,2,1503,-0.293776453,1504,1,0,1.4,Blackhole,Attacker
R7,RandomWayPoint,10,8,1,0,-0.128654958,0,0,0,1.4,Blackhole,Normal
R8,RandomWayPoint,10,8,1,0,-0.183660407,0,0,0,1.4,Blackhole,Normal
R9,RandomWayPoint,10,11,2,0,-0.287451398,0,0,0,1.4,Blackhole,Normal
R10,RandomWayPoint,10,12,3,204,-1.538732141,1665,1461,0,1.4,Blackhole,Normal
R11,RandomWayPoint,10,12,2,0,-0.248684592,0,0,0,1.4,Blackhole,Normal
R12,RandomWayPoint,10,8,1,0,-0.228931678,0,0,0,1.4,Blackhole,Normal
R13,RandomWayPoint,10,4,0,0,-0.209265488,0,0,0,1.4,Blackhole,Normal
R14,RandomWayPoint,10,7,2,0,-0.241109216,1,1,0,1.4,Blackhole,Normal
R15,RandomWayPoint,10,4,1,0,-0.225076168,0,0,0,1.4,Blackhole,Normal
R16,RandomWayPoint,10,6,1,0,-0.230670088,0,0,0,1.4,Blackhole,Normal
R17,RandomWayPoint,10,4,1,0,-0.192708448,0,0,0,1.4,Blackhole,Normal
R18,RandomWayPoint,10,8,1,0,-0.241611249,0,0,0,1.4,Blackhole,Normal
R19,RandomWayPoint,10,10,2,0,-0.275748697,0,0,0,1.4,Blackhole,Normal
R20,RandomWayPoint,10,6,1,0,-0.229637426,0,0,0,1.4,Blackhole,Normal
R21,RandomWayPoint,10,4,1,0,-0.20766904,0,0,0,1.4,Blackhole,Normal
R22,RandomWayPoint,10,6,1,0,-0.159193664,0,0,0,1.4,Blackhole,Normal
A,RandomWayPoint,10,12,1984,-1663,-1.641542725,1,1664,0,1.4,Blackhole,Normal
B,RandomWayPoint,10,2,1,-1,-0.125743799,0,1,0,1.4,Blackhole,Normal
R0,RandomWayPoint,12,22,4,0,-0.184982874,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,12,27,5,1656,-0.221392388,1657,1,0,1.4,Blackhole,Attacker
R2,RandomWayPoint,12,33,4,0,-0.201835108,0,0,0,1.4,Blackhole,Normal
R3,RandomWayPoint,12,24,2,0,-0.129157638,0,0,0,1.4,Blackhole,Normal
R4,RandomWayPoint,12,26,3,0,-0.163735939,0,0,0,1.4,Blackhole,Normal
R5,RandomWayPoint,12,23,3,0,-0.148811352,0,0,0,1.4,Blackhole,Normal
R6,RandomWayPoint,12,35,4,0,-0.201450027,0,0,0,1.4,Blackhole,Normal
R7,RandomWayPoint,12,24,4,0,-0.117035894,1,1,0,1.4,Blackhole,Normal
R8,RandomWayPoint,12,21,3,0,-0.146061048,0,0,0,1.4,Blackhole,Normal
R9,RandomWayPoint,12,23,3,0,-0.154518042,0,0,0,1.4,Blackhole,Normal
R10,RandomWayPoint,12,28,3,0,-0.189384376,0,0,0,1.4,Blackhole,Normal
R11,RandomWayPoint,12,23,3,0,-0.160221774,0,0,0,1.4,Blackhole,Normal
R12,RandomWayPoint,12,22,3,0,-0.146004152,0,0,0,1.4,Blackhole,Normal
R13,RandomWayPoint,12,25,4,0,-0.190680818,0,0,0,1.4,Blackhole,Normal
R14,RandomWayPoint,12,35,3,0,-0.184704261,0,0,0,1.4,Blackhole,Normal
R15,RandomWayPoint,12,31,3,0,-0.201566583,0,0,0,1.4,Blackhole,Normal
R16,RandomWayPoint,12,26,3,0,-0.143772569,0,0,0,1.4,Blackhole,Normal
R17,RandomWayPoint,12,24,2,0,-0.132546593,0,0,0,1.4,Blackhole,Normal
R18,RandomWayPoint,12,31,4,0,-0.201848041,0,0,0,1.4,Blackhole,Normal
R19,RandomWayPoint,12,31,4,0,-0.1867018,1,1,0,1.4,Blackhole,Normal
R20,RandomWayPoint,12,24,3,0,-0.143927188,0,0,0,1.4,Blackhole,Normal
R21,RandomWayPoint,12,27,3,0,-0.174343971,0,0,0,1.4,Blackhole,Normal
R22,RandomWayPoint,12,24,3,0,-0.171607503,0,0,0,1.4,Blackhole,Normal
A,RandomWayPoint,12,34,1980,-1859,-1.755190118,3,1862,11,1.4,Blackhole,Normal
B,RandomWayPoint,12,233,3,206,-0.121346043,209,3,0,1.4,Blackhole,Normal
R0,RandomWayPoint,16,38,7,0,-0.125004942,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,16,13,5,0,-0.151510996,0,0,0,1.4,Blackhole,Normal
R2,RandomWayPoint,16,37,7,0,-0.154739537,1,1,0,1.4,Blackhole,Normal
R3,RandomWayPoint,16,35,8,1641,-0.24073791,1642,1,0,1.4,Blackhole,Attacker
R4,RandomWayPoint,16,41,13,0,-0.159834377,4,4,1,1.4,Blackhole,Normal
R5,RandomWayPoint,16,43,6,-3,-0.128260691,0,3,0,1.4,Blackhole,Normal
R6,RandomWayPoint,16,32,7,0,-0.097033307,0,0,0,1.4,Blackhole,Normal
R7,RandomWayPoint,16,42,8,0,-0.209957954,1,1,0,1.4,Blackhole,Normal
R8,RandomWayPoint,16,51,10,6,-0.171866823,31,25,1,1.4,Blackhole,Normal
R9,RandomWayPoint,16,37,7,-4,-0.2214778,36,40,0,1.4,Blackhole,Normal
R10,RandomWayPoint,16,39,6,-3,-0.167324098,0,3,0,1.4,Blackhole,Normal
R11,RandomWayPoint,16,35,7,0,-0.124845605,0,0,0,1.4,Blackhole,Normal
R12,RandomWayPoint,16,31,4,0,-0.074643013,0,0,0,1.4,Blackhole,Normal
R13,RandomWayPoint,16,33,7,-2,-0.140375047,0,2,1,1.4,Blackhole,Normal
R14,RandomWayPoint,16,39,8,0,-0.208606364,1,1,0,1.4,Blackhole,Normal
R15,RandomWayPoint,16,43,12,13,-0.255076422,76,63,0,1.4,Blackhole,Normal
R16,RandomWayPoint,16,35,7,-4,-0.166333467,0,4,0,1.4,Blackhole,Normal
R17,RandomWayPoint,16,41,8,132,-0.2329805,203,71,0,1.4,Blackhole,Normal
R18,RandomWayPoint,16,16,4,0,-0.17700579,0,0,1,1.4,Blackhole,Normal
R19,RandomWayPoint,16,45,14,28,-0.217403579,47,19,7,1.4,Blackhole,Normal
R20,RandomWayPoint,16,33,5,-1,-0.085128535,0,1,0,1.4,Blackhole,Normal
R21,RandomWayPoint,16,41,8,-3,-0.202388709,57,60,0,1.4,Blackhole,Normal
R22,RandomWayPoint,16,37,5,-1,-0.153366414,0,1,0,1.4,Blackhole,Normal
A,RandomWayPoint,16,40,2001,-1838,-1.70302546,4,1842,1,1.4,Blackhole,Normal
B,RandomWayPoint,16,87,7,55,-0.148961606,57,2,2,1.4,Blackhole,Normal
R0,RandomWayPoint,20,34,6,0,-0.218920793,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,20,31,6,0,-0.126435068,0,0,0,1.4,Blackhole,Normal
R2,RandomWayPoint,20,45,7,0,-0.19788132,1,1,0,1.4,Blackhole,Normal
R3,RandomWayPoint,20,35,4,0,-0.164757631,0,0,0,1.4,Blackhole,Normal
R4,RandomWayPoint,20,30,6,0,-0.170362053,0,0,0,1.4,Blackhole,Normal
R5,RandomWayPoint,20,41,5,0,-0.158512026,0,0,0,1.4,Blackhole,Normal
R6,RandomWayPoint,20,45,6,0,-0.176161726,0,0,0,1.4,Blackhole,Normal
R7,RandomWayPoint,20,47,6,0,-0.253044017,0,0,0,1.4,Blackhole,Normal
R8,RandomWayPoint,20,51,6,0,-0.194106529,0,0,0,1.4,Blackhole,Normal
R9,RandomWayPoint,20,33,5,0,-0.168972708,0,0,0,1.4,Blackhole,Normal
R10,RandomWayPoint,20,49,6,0,-0.175666306,0,0,0,1.4,Blackhole,Normal
R11,RandomWayPoint,20,31,7,0,-0.174831349,0,0,0,1.4,Blackhole,Attacker
R12,RandomWayPoint,20,37,4,0,-0.180684548,0,0,0,1.4,Blackhole,Normal
R13,RandomWayPoint,20,51,6,0,-0.214206995,0,0,0,1.4,Blackhole,Normal
R14,RandomWayPoint,20,44,5,0,-0.209680543,0,0,0,1.4,Blackhole,Normal
R15,RandomWayPoint,20,40,5,0,-0.220763553,0,0,0,1.4,Blackhole,Normal
R16,RandomWayPoint,20,48,7,0,-0.261203417,0,0,0,1.4,Blackhole,Normal
R17,RandomWayPoint,20,49,11,271,-0.802497796,859,588,11,1.4,Blackhole,Normal
R18,RandomWayPoint,20,39,10,885,-0.267956673,889,4,0,1.4,Blackhole,Attacker
R19,RandomWayPoint,20,56,9,11,-0.474031993,320,309,0,1.4,Blackhole,Normal
R20,RandomWayPoint,20,31,4,0,-0.104660818,0,0,0,1.4,Blackhole,Normal
R21,RandomWayPoint,20,47,5,0,-0.208241419,0,0,0,1.4,Blackhole,Normal
R22,RandomWayPoint,20,53,6,0,-0.221729556,0,0,0,1.4,Blackhole,Normal
A,RandomWayPoint,20,55,1998,-1671,-1.71108705,6,1677,11,1.4,Blackhole,Normal
B,RandomWayPoint,20,566,6,509,-0.198752633,515,6,0,1.4,Blackhole,Normal
R0,RandomWayPoint,18,33,4,0,-0.198109408,0,0,0,1.4,Blackhole,Normal
R1,RandomWayPoint,18,35,4,0,-0.266239504,0,0,0,1.4,Blackhole,Normal
R2,RandomWayPoint,18,35,5,0,-0.185523362,1,1,0,1.4,Blackhole,Normal
R3,RandomWayPoint,18,42,9,421,-1.456136311,1704,1283,11,1.4,Blackhole,Normal
R4,RandomWayPoint,18,31,3,0,-0.210694443,0,0,0,1.4,Blackhole,Normal
R5,RandomWayPoint,18,23,4,0,-0.23579856,0,0,0,1.4,Blackhole,Normal
R6,RandomWayPoint,18,15,3,0,-0.163311261,0,0,0,1.4,Blackhole,Normal
R7,RandomWayPoint,18,18,3,0,-0.179742629,0,0,0,1.4,Blackhole,Normal
R8,RandomWayPoint,18,38,5,0,-0.287709952,0,0,0,1.4,Blackhole,Normal
R9,RandomWayPoint,18,32,5,0,-0.287677432,0,0,0,1.4,Blackhole,Normal
R10,RandomWayPoint,18,32,4,0,-0.243226671,0,0,0,1.4,Blackhole,Normal
R11,RandomWayPoint,18,40,4,0,-0.22940802,0,0,0,1.4,Blackhole,Normal
R12,RandomWayPoint,18,39,5,0,-0.287874909,0,0,0,1.4,Blackhole,Normal
R13,RandomWayPoint,18,34,4,0,-0.268397241,0,0,0,1.4,Blackhole,Normal
R14,RandomWayPoint,18,41,5,0,-0.2878562,0,0,0,1.4,Blackhole,Normal
R15,RandomWayPoint,18,33,4,0,-0.24812152,0,0,0,1.4,Blackhole,Normal
R16,RandomWayPoint,18,30,4,0,-0.244746549,0,0,0,1.4,Blackhole,Normal
R17,RandomWayPoint,18,25,2,0,-0.175433274,0,0,0,1.4,Blackhole,Attacker
R18,RandomWayPoint,18,24,3,0,-0.223936579,0,0,0,1.4,Blackhole,Normal
R19,RandomWayPoint,18,41,5,0,-0.287864455,0,0,0,1.4,Blackhole,Normal
R20,RandomWayPoint,18,25,3,0,-0.247614695,0,0,0,1.4,Blackhole,Normal
R21,RandomWayPoint,18,39,4,1273,-0.263411249,1274,1,0,1.4,Blackhole,Attacker
R22,RandomWayPoint,18,27,2,0,-0.157131991,0,0,0,1.4,Blackhole,Normal
A,RandomWayPoint,18,38,2037,-1748,-1.718210084,14,1762,0,1.4,Blackhole,Normal
B,RandomWayPoint,18,95,4,57,-0.17825828,61,4,0,1.4,Blackhole,Normal
R0,RandomWayPoint,5,72,15,289,-0.356438308,335,46,2,1.4,Normal,Normal
R1,RandomWayPoint,5,54,7,0,-0.272844021,0,0,0,1.4,Normal,Normal
R2,RandomWayPoint,5,62,8,0,-0.278757204,0,0,0,1.4,Normal,Normal
R3,RandomWayPoint,5,65,8,0,-0.284353289,0,0,0,1.4,Normal,Normal
R4,RandomWayPoint,5,61,10,-1,-0.407499641,336,337,2,1.4,Normal,Normal
R5,RandomWayPoint,5,62,13,979,-0.950139794,1545,566,0,1.4,Normal,Normal
R6,RandomWayPoint,5,55,12,-1,-0.127758276,1,2,3,1.4,Normal,Normal
R7,RandomWayPoint,5,63,11,2,-0.475269097,266,264,0,1.4,Normal,Normal
R8,RandomWayPoint,5,62,8,0,-0.278762355,0,0,0,1.4,Normal,Normal
R9,RandomWayPoint,5,57,13,0,-0.203678611,66,66,1,1.4,Normal,Normal
R10,RandomWayPoint,5,55,7,0,-0.278012663,0,0,0,1.4,Normal,Normal
R11,RandomWayPoint,5,66,12,2,-0.14657053,2,0,3,1.4,Normal,Normal
R12,RandomWayPoint,5,33,7,0,-0.142904667,0,0,0,1.4,Normal,Normal
R13,RandomWayPoint,5,85,14,0,-0.152144871,4,4,2,1.4,Normal,Normal
R14,RandomWayPoint,5,46,8,0,-0.274771121,0,0,0,1.4,Normal,Normal
R15,RandomWayPoint,5,56,8,0,-0.145435112,0,0,0,1.4,Normal,Normal
R16,RandomWayPoint,5,85,15,4,-0.451475384,331,327,5,1.4,Normal,Normal
R17,RandomWayPoint,5,53,6,0,-0.135815238,0,0,0,1.4,Normal,Normal
R18,RandomWayPoint,5,62,14,3,-0.176729196,3,0,5,1.4,Normal,Normal
R19,RandomWayPoint,5,55,7,0,-0.156864263,0,0,0,1.4,Normal,Normal
R20,RandomWayPoint,5,60,12,1,-0.296085626,60,59,1,1.4,Normal,Normal
R21,RandomWayPoint,5,63,10,69,-0.376002775,110,41,1,1.4,Normal,Normal
R22,RandomWayPoint,5,5,2,0,-0.111548664,0,0,0,1.4,Normal,Normal
A,RandomWayPoint,5,55,2019,-1647,-1.617620842,3,1650,1,1.4,Normal,Normal
B,RandomWayPoint,5,448,13,391,-0.134876683,399,8,1,1.4,Normal,Normal
R0,Mass,4,244,43,1,-0.152795922,25,24,3,1.4,Normal,Normal
R1,Mass,4,268,43,6,-0.297987414,27,21,1,1.4,Normal,Normal
R2,Mass,4,280,58,32,-0.344038731,70,38,22,1.4,Normal,Normal
R3,Mass,4,291,54,-1,-0.196058738,29,30,9,1.4,Normal,Normal
R4,Mass,4,252,46,187,-0.390520151,285,98,1,1.4,Normal,Normal
R5,Mass,4,277,54,-2,-0.173260638,34,36,4,1.4,Normal,Normal
R6,Mass,4,140,19,0,-0.107633795,0,0,1,1.4,Normal,Normal
R7,Mass,4,173,20,0,-0.097765244,0,0,1,1.4,Normal,Normal
R8,Mass,4,188,37,-6,-0.116154038,7,13,1,1.4,Normal,Normal
R9,Mass,4,155,38,0,-0.49694419,269,269,0,1.4,Normal,Normal
R10,Mass,4,246,33,-1,-0.187998641,3,4,0,1.4,Normal,Normal
R11,Mass,4,259,62,-2,-0.419712578,266,268,9,1.4,Normal,Normal
R12,Mass,4,240,40,0,-0.200030315,5,5,2,1.4,Normal,Normal
R13,Mass,4,253,52,5,-0.246647735,35,30,5,1.4,Normal,Normal
R14,Mass,4,229,39,0,-0.137997084,1,1,2,1.4,Normal,Normal
R15,Mass,4,90,32,-4,-0.173366194,74,78,1,1.4,Normal,Normal
R16,Mass,4,275,47,200,-0.295349327,248,48,3,1.4,Normal,Normal
R17,Mass,4,198,33,0,-0.125284533,0,0,0,1.4,Normal,Normal
R18,Mass,4,214,41,2,-0.326350579,34,32,4,1.4,Normal,Normal
R19,Mass,4,151,21,0,-0.093747749,0,0,1,1.4,Normal,Normal
R20,Mass,4,227,33,-1,-0.221481681,11,12,0,1.4,Normal,Normal
R21,Mass,4,244,51,852,-0.894483219,1398,546,2,1.4,Normal,Normal
R22,Mass,4,220,57,19,-0.354293541,42,23,7,1.4,Normal,Normal
A,Mass,4,126,2041,-1404,-1.532012625,11,1415,7,1.4,Normal,Normal
B,Mass,4,379,31,286,-0.121063928,297,11,4,1.4,Normal,Normal
R0,Mass,8,164,26,-2,-0.168206336,3,5,0,1.4,Normal,Normal
R1,Mass,8,171,26,0,-0.251850007,0,0,0,1.4,Normal,Normal
R2,Mass,8,156,26,-2,-0.156048452,57,59,0,1.4,Normal,Normal
R3,Mass,8,166,23,1,-0.101898893,12,11,3,1.4,Normal,Normal
R4,Mass,8,172,31,498,-0.781614753,895,397,23,1.4,Normal,Normal
R5,Mass,8,164,24,-2,-0.123197104,33,35,1,1.4,Normal,Normal
R6,Mass,8,174,29,21,-0.580516938,402,381,0,1.4,Normal,Normal
R7,Mass,8,184,28,-1,-0.280229126,12,13,0,1.4,Normal,Normal
R8,Mass,8,182,39,369,-0.492916764,504,135,14,1.4,Normal,Normal
R9,Mass,8,184,32,71,-0.328686849,119,48,3,1.4,Normal,Normal
R10,Mass,8,144,35,222,-0.387754934,249,27,15,1.4,Normal,Normal
R11,Mass,8,141,24,2,-0.097195094,3,1,4,1.4,Normal,Normal
R12,Mass,8,138,18,0,-0.081998613,0,0,0,1.4,Normal,Normal
R13,Mass,8,156,25,-2,-0.24573665,15,17,0,1.4,Normal,Normal
R14,Mass,8,114,23,0,-0.153774374,0,0,0,1.4,Normal,Normal
R15,Mass,8,163,22,2,-0.137190857,29,27,0,1.4,Normal,Normal
R16,Mass,8,171,27,-1,-0.122948644,32,33,2,1.4,Normal,Normal
R17,Mass,8,153,18,0,-0.10394006,0,0,0,1.4,Normal,Normal
R18,Mass,8,181,19,0,-0.087798882,1,1,0,1.4,Normal,Normal
R19,Mass,8,178,25,0,-0.108174377,1,1,0,1.4,Normal,Normal
R20,Mass,8,203,28,1,-0.12500064,10,9,1,1.4,Normal,Normal
R21,Mass,8,121,28,0,-0.145898939,5,5,1,1.4,Normal,Normal
R22,Mass,8,147,19,0,-0.07857968,0,0,0,1.4,Normal,Normal
A,Mass,8,123,2033,-1263,-1.456947779,29,1292,7,1.4,Normal,Normal
B,Mass,8,264,27,145,-0.092224072,165,20,1,1.4,Normal,Normal
R0,Mass,12,57,13,0,-0.240718194,0,0,0,1.4,Normal,Normal
R1,Mass,12,105,18,0,-0.107601211,10,10,0,1.4,Normal,Normal
R2,Mass,12,101,23,53,-0.581518777,455,402,0,1.4,Normal,Normal
R3,Mass,12,91,14,0,-0.173455597,0,0,0,1.4,Normal,Normal
R4,Mass,12,33,7,0,-0.218891419,0,0,0,1.4,Normal,Normal
